original_title,genre_names,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,keyword_names
Double Impact,"Thriller, Action, Crime, Drama",15000000,10.484642,1991-08-10,30102717,110.0,5.3,215,"loss of parents, karate, fighter, revenge, hong kong, twins, hoodlum"
Hot Fuzz,"Crime, Action, Comedy",12000000,38.623178,2007-02-14,80573774,121.0,7.4,2199,"village, arrest, police, partner, murder, conspiracy, gunfight, police force, cowboy costume, accident"
The Women,"Comedy, Drama, Romance",16000000,8.8321,2008-09-12,50007546,114.0,4.6,96,"beauty salon, divorce, woman director"
Vicky Cristina Barcelona,"Drama, Romance",15000000,32.758254,2008-08-15,96408652,96.0,6.7,1020,"barcelona spain, menage a trois, author"
Arn: Tempelriddaren,"Action, Adventure, Drama, Romance",25000000,6.091033,2007-12-17,0,139.0,6.4,76,tv movie
Boys and Girls,"Comedy, Drama, Romance",16000000,9.119797,2000-06-16,20627372,94.0,5.4,103,"soulmates, new love, platonic love, lovers, girlfriend, model student, friendship, motherly love, student movie, student, university, relationship"
White Oleander,Drama,0,9.423866,2002-10-11,0,109.0,7.2,108,"poison, prison, loss of family, loss of father, foster parents, women's prison, family relationships, bad mother, children's services"
Jennifer's Body,"Comedy, Horror",16000000,32.257414,2009-09-18,31556061,100.0,5.3,837,"bloodthirstiness, high school, sexual murder, horror, gore, slumber party, demon, succubus, candlelight vigil, duringcreditsstinger, woman director"
Drowning Mona,"Comedy, Crime, Mystery",16000000,3.021835,2000-03-03,15427192,96.0,5.4,43,"suspicion, suspect, investigation, remake, murder, death, accident, dysfunctional"
Radio Days,"Comedy, Drama",16000000,7.612849,1987-01-30,0,90.0,7.0,127,"beach, taxi driver, world war ii, radio, coney island, independent film, working class, binoculars, cigarette girl, radio plays"
Remember Me,"Drama, Romance",20000000,36.764666,2010-03-12,0,113.0,6.9,948,"new york, father son relationship, grieving, romantic drama, young adult, college student, 21st century"
How to Deal,"Drama, Comedy, Romance",0,3.199784,2003-07-18,0,99.0,5.7,42,woman director
My Stepmother is an Alien,"Comedy, Science Fiction",20000000,9.455596,1988-12-09,13854000,108.0,5.3,131,"alien, spoof, sneeze, levitation, message"
Philadelphia,Drama,26000000,44.301745,1993-12-22,206678440,125.0,7.6,988,"gay, aids, homophobia, jurors, court, partner, hiv, lawyer, dying, discrimination, judiciary"
The Thirteenth Floor,"Thriller, Science Fiction, Mystery",16000000,19.890428,1999-04-16,18564088,100.0,6.8,378,"artificial intelligence, simulation, computer program, virtual reality, dystopia, murder, los angeles"
The Cookout,"Comedy, Drama",16000000,0.830596,2004-09-03,12,97.0,4.6,10,comedy
Meteor,"Action, Science Fiction, Thriller",0,2.637355,1979-10-19,0,107.0,5.1,36,"meteor, disaster, disaster film, disaster movie"
Duets,"Comedy, Drama, Music",0,2.25453,2000-09-09,0,112.0,5.5,34,musical
Hollywood Ending,"Comedy, Drama",16000000,8.711782,2002-05-03,0,112.0,6.4,113,"blindness and impaired vision, creative crisis, film director"
Detroit Rock City,"Comedy, Music",6500000,5.700333,1999-08-13,4217115,95.0,6.7,100,"parents kids relationship, kiss, independent film, youth, drug, detroit"
Highlander,"Adventure, Action, Fantasy",16000000,29.253833,1986-03-07,5900000,116.0,6.8,624,"new york, scotland, swordplay, sword, cut-off head, immortality"
Things We Lost in the Fire,Drama,16000000,8.842869,2007-09-26,2849142,113.0,6.7,90,"sadness, loss of father, junkie, luxury, heroin, beauty, charity, funeral, widow, loss of husband, ersatz, best friend, woman director"
Steel,"Science Fiction, Action, Adventure",16000000,2.848727,1997-08-15,1686429,97.0,4.3,48,"dc comics, los angeles, soldier, military"
The Immigrant,"Drama, Romance",16000000,13.832464,2013-07-03,5867686,117.0,6.2,250,"new york, corruption, sister sister relationship, magic, immigrant, nudity, nightmare, ship, quarantine, love, murder, money, escape, doctor, prostitution, poland, illness"
The White Countess,"Drama, History, Family, Romance",0,4.488547,2005-10-30,0,135.0,6.9,21,
Trance,"Thriller, Crime, Drama, Mystery",20000000,38.802415,2013-03-27,24261569,101.0,6.5,956,"amnesia, art thief, hypnotism, heist movie, duringcreditsstinger"
Soul Plane,"Romance, Comedy",16000000,9.400404,2004-05-28,14822346,86.0,4.7,108,"black people, hip-hop, nightclub, airplane, chaos, champagne"
Bienvenue chez les ch'tis,Comedy,11000000,18.923181,2008-01-09,53191886,106.0,6.8,615,"clock tower, jealousy, cheating, provence, lie, southern france, postman, flush, mama's boy, bias, local speciality, job transfer, northern france, disabled, dialect"
Good,Drama,0,2.397987,2008-12-11,0,96.0,6.3,29,"germany, nazis, nazism, euthanasia"
Enter the Void,"Fantasy, Drama",13000000,20.39955,2009-05-05,754249,161.0,7.2,387,"prostitute, hallucination, strip club, afterlife, surrealism, drug trip, unsimulated sex, incest, drug deal, psychedelic, dmt, new french extremism, drugs"
Vamps,"Comedy, Romance, Horror",16000000,7.251897,2012-08-25,0,93.0,4.8,91,"vampire, love, woman director"
Hachi: A Dog's Tale,"Drama, Family",16000000,43.217089,2009-06-13,47801389,93.0,7.7,1717,"japanese, loyalty, human animal relationship, friendship, friends, family relationships, dog, newspaper reporter, family dog, waiting"
Zulu,"Crime, Drama, Thriller",16000000,14.529496,2013-12-04,0,110.0,6.7,172,
The Homesman,"Western, Drama",16000000,20.59148,2014-05-18,3442853,122.0,6.4,258,"dancing, based on novel, revenge, native american, violence, wild west, driven insane, abusive marriage, refused services, prison wagon, lost in the desert, buffalo skin"
Juwanna Mann,"Comedy, Drama",15600000,2.244947,2002-06-21,0,91.0,4.2,20,"sport, basketball, beautiful woman, hit in crotch, cross dressing, the star spangled banner"
Ararat,"War, Drama",0,1.326264,2002-05-20,0,115.0,5.7,16,"destruction of a civilization, turkey"
Madison,"Action, Adventure, Drama",0,0.212108,2001-01-23,0,99.0,5.3,3,"sport, independent film"
Slow Burn,"Mystery, Crime, Drama, Thriller",15500000,6.630856,2005-09-12,1237615,93.0,5.5,16,
Wasabi,"Drama, Action, Comedy",15300000,18.20957,2001-10-31,0,94.0,6.2,283,"handcuffs, hitman, love letter, police operation, japanese mafia, golf club, brutal cop"
Slither,"Comedy, Horror, Science Fiction",15500000,17.327279,2006-03-31,0,95.0,6.3,317,"small town, mutant, meteor, meat, alien, violence, parasite, slug, bodily dismemberment, aftercreditsstinger, duringcreditsstinger, body horror"
Beverly Hills Cop,"Action, Comedy, Crime",15000000,29.843818,1984-11-29,316360478,105.0,6.8,961,"california, showdown, undercover, strip club, investigation, weapon, police, smuggling, swimming pool, gunfight, mansion, los angeles, foot chase, art gallery, car chase, warehouse, beverly hills, buddy comedy, country club, maverick cop, detroit michigan, damsel in distress, bar fight"
Home Alone,"Comedy, Family",18000000,2.186927,1990-11-09,476684675,103.0,7.1,2414,"holiday, burglar, home invasion, mischief, booby trap, home alone, suburban chicago, mischievous child, christmas, child"
Three Men and a Baby,"Family, Comedy, Drama",0,12.335827,1987-11-27,0,102.0,5.8,253,"baby, roommate, bachelor, party, windeln, solteros"
Tootsie,"Comedy, Romance",21000000,20.818567,1982-12-16,177200000,116.0,6.9,421,"infidelity, love, friends, cross dressing, reputation, unemployed actor, serenade, hit in the crotch, apology, live television, actress, actor"
Top Gun,"Action, Romance, War",15000000,58.900647,1986-05-16,356830601,110.0,6.7,1698,"lovesickness, loss of lover, fighter pilot, self-discovery, pilot, ejection seat, dying and death, officer, training camp, air force, airplane, dangerous, battle assignment, u.s. navy, hostility, secret love, cowardliness, pilot school"
卧虎藏龙,"Adventure, Drama, Action, Romance",17000000,45.742254,2000-10-01,213525736,120.0,7.2,927,"flying, martial arts, taskmaster, comb, tiger, desert thief, theft, female martial artist"
American Beauty,Drama,15000000,80.878605,1999-09-15,356296601,122.0,7.9,3313,"male nudity, female nudity, adultery, midlife crisis, coming out, first time, camcorder, virgin, nudity, film maker, estate agent, satire, loneliness, dark comedy, suburbia, coming of age, marijuana, exercise, parent child relationship, bittersweet, affair"
The King's Speech,"Drama, History",15000000,54.053576,2010-09-06,414211549,118.0,7.6,2752,"great britain, radio, monarchy, radio transmission, royal family, speech, marriage, royalty, death of father"
Twins,Comedy,15000000,17.638286,1988-12-09,216614388,107.0,5.7,559,"perfection, delivery, low intelligence, jet engine, twins separated at birth, artist colony, same habits, biological experiment, opposites, catholic orphanage"
The Yellow Handkerchief,"Drama, Romance",15000000,3.803495,2008-12-17,317000,102.0,6.4,52,independent film
The Color Purple,Drama,15000000,17.571533,1985-12-18,146292009,154.0,7.7,338,"prison, africa, southern usa, rape, black people, sister sister relationship, jazz, violent father, violent husband, empowerment, adoption, jazz musician, letter, incest"
해운대,"Action, Adventure, Drama, Thriller",16000000,4.628525,2009-06-06,11301649,120.0,6.5,48,"helicopter, beach, loss of father, giant wave, tsunami, family relationships, korea, disaster, cigarette smoking, tears, single father, tearjerker, stuck in elevator, tidal wave, disaster film"
The Imitation Game,"History, Drama, Thriller, War",14000000,145.364591,2014-11-14,233555708,113.0,8.0,5723,"gay, england, world war ii, mathematician, biography, logician, cryptography"
Private Benjamin,Comedy,0,12.18838,1980-10-06,0,109.0,6.0,102,"paris, role of women"
Coal Miner's Daughter,"Drama, Music",15000000,3.826685,1980-03-07,67182787,125.0,7.2,67,"country music, female friendship, biography, loretta lynn, washington state, still, grand ole opry, nashville tennessee, honkytonk, coal, coal mining, journey shown on map"
Diary of a Wimpy Kid,"Comedy, Family",15000000,21.095489,2010-03-19,75700498,92.0,5.9,355,"based on novel, coming of age, young boy, breaking the fourth wall, middle school, popularity, duringcreditsstinger, live action and animation, friendship drama, line drawing"
Mama,Horror,15000000,47.455148,2013-01-17,146497771,100.0,6.0,1401,supernatural horror
National Lampoon's Vacation,"Comedy, Adventure, Romance",15000000,22.838834,1983-07-28,61399552,98.0,7.1,410,"usa, relatives, family vacation, family holiday, duringcreditsstinger"
Jackass Presents: Bad Grandpa,Comedy,15000000,27.165222,2013-10-22,151831537,92.0,6.0,680,duringcreditsstinger
The Queen,Drama,15000000,19.113278,2006-09-15,123384128,103.0,6.8,338,"upper class, loss of mother, great britain, sadness, queen, monarchy, paparazzi, prime minister, headline, oscar award, dying and death, queen elisabeth ii, prince charles, buckingham palace, royal family, lady diana spencer"
Beetlejuice,"Fantasy, Comedy",15000000,58.553213,1988-02-29,73326666,92.0,7.1,1444,"minister, giant snake, skeleton, calypso, arts, afterlife, child bride, possession, surrealism, teenage girl, ghost"
Why Did I Get Married?,"Comedy, Drama",15000000,2.005111,2007-10-12,55184721,113.0,6.1,33,
Little Women,"Drama, Romance",18000000,16.418639,1994-12-21,0,115.0,7.0,215,"depression, mother daughter relationship, pregnant, desire, chalkboard,  nightgown, louisa may alcott, birth of twins, woman director"
The Woman in Black,"Drama, Horror, Thriller",17000000,43.675191,2012-02-01,127730736,95.0,6.1,1206,"london england, secret, remake, revenge, lawyer, photograph, gothic horror, hammer horror, estate, ghost, supernatural power"
When a Stranger Calls,"Horror, Thriller",15000000,4.688212,2006-02-03,66966987,87.0,5.4,268,"babysitter, death of a friend, killer, strange person, call"
Big Fat Liar,"Comedy, Family",15000000,9.125594,2002-02-08,52970014,88.0,5.6,197,"screenplay, film producer, auto, right and justice, liar, essay, intellectual property"
The Deer Hunter,"Drama, War",15000000,19.786392,1978-12-08,50000000,183.0,7.8,921,"vietnam veteran, pennsylvania, vietnam, party, escape, friend, viet cong, pittsburgh steelers"
Wag the Dog,"Comedy, Drama",15000000,13.581966,1997-12-25,64256513,97.0,6.7,270,"washington d.c., rape, cia, usa president, war veteran, staging, film maker, albania, sex scandal, senator, presidential election, gulf war, media adviser, manipulation of the media, election campaign, government, war, soldier, extramarital affair"
The Lizzie McGuire Movie,"Family, Comedy",17000000,11.927667,2003-04-25,55534455,94.0,5.7,280,
Snitch,"Thriller, Drama",35000000,30.556135,2013-02-21,42930462,112.0,5.8,1138,"father son relationship, based on true story"
Krampus,"Horror, Comedy, Fantasy",15000000,31.565117,2015-11-26,61548707,98.0,5.9,584,"fire, winter, santa claus, snow storm, christmas tree, snow, fireplace, power outage, destruction, demon, german accent, family, blizzard, flashback, christmas, bad kids, krampus"
The Faculty,"Horror, Mystery, Science Fiction",15000000,21.535126,1998-12-25,40283321,104.0,6.2,492,"american football, high school, alien, teacher, teenager, drug, alien infection, doppelganger, anti authority, mob, students, groupthink"
What's Love Got to Do with It,"Drama, Music",0,7.921311,1993-06-09,0,118.0,6.9,72,"price of fame, tina turner, black woman, cameo appearance by real life subject, african american music, black family"
Cop Land,"Action, Crime, Drama",15000000,19.284129,1997-08-15,44862187,104.0,6.6,382,"corruption, new jersey, handcuffs, fbi, bridge, police, burned alive, murder, car crash, independent film, bad cop, arson, dirty cop, internal affairs, car accident, new york city, violence, nypd, world trade center, jumping off a bridge, corrupt cop"
Not Another Teen Movie,Comedy,16000000,23.423082,2001-12-07,66468332,89.0,5.5,431,"underdog, ball, kiss, high school, school party, parody, crush, teenage crush, prom queen, sitting on a toilet, aftercreditsstinger, duringcreditsstinger"
End of Watch,"Crime, Drama, Thriller",7000000,49.517264,2012-09-20,48126384,109.0,7.2,1170,"los angeles, bullet proof vest, u.s. marine, medal of valor, police sergeant, felon, golden gun"
The Skulls,"Crime, Drama, Thriller",15000000,11.375032,2000-03-31,35007180,106.0,5.8,156,"journalist, secret society, pizza, wealth, pay phone, rooftop, attempted suicide, fraternity, foot race, ivy league, u.s. senator, dining hall"
The Theory of Everything,"Drama, Romance",15000000,61.182331,2014-11-26,123726688,123.0,7.8,3311,"wife husband relationship, biography, physicist, based on memoir, stephen hawking, fictionalized biography, motor neuron disease, als"
Malibu's Most Wanted,"Comedy, Crime",0,7.314796,2003-04-10,0,86.0,4.7,77,"street gang, los angeles"
Where the Heart Is,"Comedy, Drama, Romance",15000000,6.857923,2000-04-27,33771174,120.0,6.9,155,"california, baby, supermarket, oklahoma, pregnancy and birth, pregnant minor, change, tennessee, unwillingly pregnant, teenage pregnancy, starting over"
Lawrence of Arabia,"Adventure, Drama, History, War",15000000,41.286336,1962-12-10,69995385,216.0,7.8,851,"cairo, arabian, world war i, horse, jerusalem, british army, british empire, damascus, camel, war, desert, arab, ottoman empire"
